secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,delta,gamma,vega,theta,optionid,index_flag,issuer,exercise_style
101594,2020/01/02,2020/01/17,2020/01/02,P,115000,0,0.02,5,1.479238,-0.000398,0.000016,0.08735,-1.575879,117233711,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,125000,0,0.01,1,1.287715,-0.00024,0.000011,0.054475,-0.856685,117233713,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,130000,0,0.01,13,1.23239,-0.000251,0.000012,0.056763,-0.853994,117233714,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,135000,0,0.01,2,1.17914,-0.000262,0.000014,0.059155,-0.851169,117233715,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,140000,0,0.01,21,1.127809,-0.000274,0.000015,0.061662,-0.848211,117233716,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,145000,0,0.01,38,1.078255,-0.000286,0.000016,0.064296,-0.845117,117233717,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,150000,0,0.01,36,1.030352,-0.0003,0.000018,0.067061,-0.841883,117233718,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,155000,0,0.01,66,0.983985,-0.000313,0.000019,0.069973,-0.838505,117233719,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,160000,0,0.01,107,0.939052,-0.000328,0.000021,0.07305,-0.834977,117233720,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,165000,0,0.01,44,0.895458,-0.000344,0.000023,0.076294,-0.831294,117233721,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,170000,0,0.01,83,0.853118,-0.00036,0.000025,0.079729,-0.827448,117233722,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,175000,0.01,0.02,32,0.885979,-0.000962,0.00006,0.197996,-2.130333,117233723,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,180000,0.01,0.02,198,0.842648,-0.00101,0.000066,0.20701,-2.118589,117233724,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,185000,0.01,0.02,802,0.800433,-0.001061,0.000073,0.216616,-2.106292,117233725,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,190000,0.02,0.03,46,0.795059,-0.001712,0.000114,0.335763,-3.239383,117233726,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,195000,0.02,0.03,32,0.753206,-0.001804,0.000126,0.351894,-3.217399,117233727,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,200000,0.03,0.04,1477,0.73607,-0.002513,0.000174,0.476295,-4.246629,117233728,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,205000,0.03,0.04,79,0.694912,-0.002655,0.000194,0.50105,-4.212761,119448747,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,210000,0.03,0.06,268,0.671845,-0.003452,0.000254,0.634399,-5.158053,117233729,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,215000,0.04,0.05,556,0.631482,-0.003662,0.000285,0.668252,-5.110509,119448748,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,220000,0.05,0.06,1481,0.605057,-0.004582,0.000364,0.816246,-5.982045,117254937,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,225000,0.07,0.1,515,0.59498,-0.006918,0.000533,1.174041,-8.478555,119448749,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,230000,0.08,0.1,520,0.558328,-0.007734,0.000627,1.295732,-8.775237,117254938,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,235000,0.1,0.12,433,0.531643,-0.009704,0.000803,1.587397,-10.19065,119448750,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,240000,0.12,0.14,1110,0.502375,-0.011888,0.001014,1.88954,-11.48485,117254939,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,245000,0.15,0.17,266,0.4756,-0.015064,0.001314,2.318774,-13.33131,119448751,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,250000,0.16,0.2,929,0.442236,-0.01789,0.001638,2.686132,-14.35287,117872570,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,255000,0.22,0.24,3367,0.416983,-0.023462,0.002185,3.37257,-17.01672,119448752,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,257500,0.24,0.26,172,0.401421,-0.026137,0.002485,3.699819,-17.92656,131719286,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,260000,0.27,0.29,1737,0.387668,-0.029797,0.002869,4.126608,-19.29827,117938325,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,262500,0.3,0.32,41,0.372911,-0.033731,0.003305,4.563976,-20.55523,131719287,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,265000,0.34,0.35,1674,0.358249,-0.03838,0.003824,5.076129,-21.9372,128989026,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,267500,0.39,0.41,736,0.346082,-0.044993,0.004502,5.777344,-24.08822,131719288,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,270000,0.45,0.47,7145,0.333085,-0.052498,0.005291,6.517212,-26.20959,119448753,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,272500,0.53,0.55,1376,0.321236,-0.062156,0.006266,7.459575,-28.84785,131719289,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,275000,0.63,0.65,2277,0.309738,-0.074091,0.007442,8.539434,-31.82454,128989027,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,277500,0.77,0.79,1555,0.300114,-0.089879,0.008884,9.880774,-35.63244,131719290,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,280000,0.95,0.96,7340,0.290689,-0.109225,0.010578,11.37747,-39.75546,119448754,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,282500,1.19,1.2,1394,0.283111,-0.134117,0.012549,13.16924,-44.67933,131719291,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,285000,1.49,1.5,5096,0.275654,-0.164101,0.01475,15.05342,-49.71011,128989028,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,287500,1.9,1.92,1708,0.270776,-0.201849,0.01709,17.13039,-55.48033,131719292,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,290000,2.4,2.44,7823,0.265907,-0.24553,0.019462,19.16361,-60.80374,119448755,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,292500,3.05,3.1,2302,0.262648,-0.296289,0.021649,21.05482,-65.83402,131719293,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,295000,3.8,3.9,5672,0.258908,-0.352102,0.02359,22.5865,-69.50757,131184245,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,297500,4.75,4.85,3112,0.256542,-0.41289,0.024989,23.70197,-72.04482,131719294,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,300000,5.85,5.9,4158,0.252926,-0.476514,0.025943,24.24217,-72.38594,119448756,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,302500,7.15,7.25,736,0.253048,-0.541206,0.025869,24.14839,-71.89989,131719295,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,305000,8.55,8.7,312,0.250626,-0.605562,0.025377,23.41158,-68.73905,131195564,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,307500,10.2,10.3,221,0.250082,-0.666639,0.024081,22.12903,-64.43896,131891518,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,310000,11.95,12.05,260,0.248559,-0.724387,0.022334,20.32363,-58.42936,121576830,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,312500,13.85,14,18,0.249117,-0.775076,0.020095,18.22041,-52.15606,131891519,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,315000,15.9,16.1,40,0.251987,-0.817365,0.017648,16.07784,-46.20657,131396993,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,317500,17.95,18.65,1,0.264484,-0.843732,0.015276,14.56068,-43.69237,131891520,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,320000,20.2,20.45,142,0.251404,-0.890066,0.012852,11.39292,-31.86732,121900526,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,340000,38.95,41.75,2,0.415791,-0.925246,0.005835,8.555318,-40.22008,121953025,0,APPLE INC,A
101594,2020/01/02,2020/01/17,2020/01/02,P,350000,49.05,51.7,20,0.491323,-0.933053,0.004533,7.8622,-43.87154,131891524,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,200000,0,0.01,2,0.889077,-0.000505,0.000049,0.073641,-1.711255,131486337,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,225000,0,0.02,204,0.677628,-0.001243,0.000148,0.169392,-2.990035,131486342,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,227500,0,0.02,265,0.652805,-0.001288,0.000158,0.174995,-2.97513,131551960,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,230000,0,0.03,6,0.651671,-0.001876,0.000223,0.246939,-4.184941,131486343,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,232500,0,0.03,101,0.626489,-0.001948,0.00024,0.255294,-4.161409,131486344,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,235000,0.01,0.03,64,0.618453,-0.002569,0.000313,0.328062,-5.279678,131486345,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,237500,0.01,0.03,1,0.593081,-0.002672,0.000338,0.34023,-5.245961,131486346,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,240000,0.02,0.03,103,0.580885,-0.003344,0.000422,0.417606,-6.286735,131486347,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,242500,0.02,0.03,517,0.5554,-0.003487,0.000459,0.433607,-6.24155,131486348,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,245000,0.02,0.03,700,0.530092,-0.003643,0.0005,0.450609,-6.1944,131486349,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,247500,0.03,0.04,62,0.523757,-0.005012,0.000673,0.598233,-8.138566,131486350,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,250000,0.03,0.04,533,0.498004,-0.005253,0.000738,0.624132,-8.067361,131486351,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,252500,0.05,0.06,88,0.498358,-0.007917,0.00106,0.894369,-11.6039,131486352,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,255000,0.06,0.07,632,0.481818,-0.009499,0.001286,1.052549,-13.15838,131486353,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,257500,0.07,0.08,175,0.46349,-0.011199,0.001543,1.215543,-14.60603,131486354,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,260000,0.09,0.1,475,0.450717,-0.014207,0.001949,1.489906,-17.44511,131486355,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,262500,0.1,0.11,203,0.429013,-0.016253,0.002299,1.674566,-18.63309,131486356,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,265000,0.12,0.13,324,0.411585,-0.019713,0.002824,1.970939,-21.0671,131486357,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,267500,0.14,0.15,240,0.392093,-0.023493,0.003439,2.282804,-23.2695,131486358,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,270000,0.17,0.18,2515,0.374577,-0.028888,0.004278,2.721738,-26.41013,131486359,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,272500,0.2,0.21,886,0.354542,-0.034849,0.005277,3.171811,-29.17087,131486360,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,275000,0.24,0.26,2449,0.336438,-0.043381,0.006646,3.795789,-33.0631,131486361,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,277500,0.31,0.32,814,0.319791,-0.055355,0.008495,4.597911,-38.15605,131486362,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,280000,0.38,0.4,3230,0.301118,-0.069957,0.010828,5.53364,-43.08404,131486363,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,282500,0.51,0.52,4374,0.28616,-0.092311,0.014046,6.819819,-50.42654,131486364,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,285000,0.7,0.71,10151,0.273426,-0.12429,0.018216,8.43545,-59.63094,131486365,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,287500,0.99,1,4873,0.263243,-0.169209,0.023281,10.38886,-70.53218,131486366,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,290000,1.41,1.44,7361,0.255353,-0.229418,0.028847,12.48261,-82.07925,131486367,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,292500,2.01,2.05,8144,0.248778,-0.304982,0.03421,14.431,-92.15937,131486368,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,295000,2.84,2.88,11259,0.243953,-0.394584,0.038358,15.85492,-99.03852,131486369,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,297500,3.9,4,10454,0.240769,-0.493207,0.040303,16.42776,-100.9151,131486370,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,300000,5.25,5.35,11785,0.23824,-0.593835,0.039663,15.96981,-96.6465,131486371,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,302500,6.8,6.95,1704,0.234155,-0.691203,0.036738,14.49629,-85.67403,131486372,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,305000,8.65,8.75,1225,0.231175,-0.77795,0.031594,12.24002,-70.81627,131486373,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,307500,10.65,10.75,469,0.225406,-0.853521,0.025227,9.43751,-52.43377,131701752,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,310000,12.8,12.95,515,0.218974,-0.913071,0.018315,6.501274,-34.26253,131486374,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,312500,14.85,15.35,12,0.181741,-0.979895,0.008616,1.923261,-7.650692,131701753,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,315000,17.35,17.9,6,0.217867,-0.974534,0.007964,2.424511,-11.76734,131486375,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,317500,19.8,20.05,4,,,,,,131701754,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,320000,22.25,22.45,139,,,,,,131486376,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,322500,23.95,24.95,1,,,,,,131891494,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,325000,26.5,28.2,1,,,,,,131486377,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,330000,31.45,32.75,81,,,,,,131891496,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,335000,36.4,38.15,1,,,,,,131891497,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,345000,46.35,48.1,2,,,,,,131891499,0,APPLE INC,A
101594,2020/01/03,2020/01/10,2020/01/03,P,375000,77.1,77.3,2,,,,,,131891505,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,100000,0,0.01,5,1.645606,-0.000196,8E-6,0.043089,-0.928714,117254934,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,110000,0,0.01,2,1.506265,-0.000215,9E-6,0.046853,-0.924127,117254936,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,120000,0,0.01,7,1.379134,-0.000234,0.000011,0.050911,-0.918958,117233712,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,130000,0,0.01,30,1.262188,-0.000256,0.000013,0.055322,-0.913213,117233714,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,140000,0,0.01,1,1.153855,-0.00028,0.000015,0.060154,-0.906891,117233716,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,145000,0,0.01,3,1.10252,-0.000293,0.000017,0.062753,-0.903508,117233717,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,150000,0,0.01,33,1.052893,-0.000306,0.000018,0.065486,-0.899972,117233718,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,155000,0,0.01,6,1.004855,-0.000321,0.00002,0.068365,-0.896276,117233719,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,160000,0,0.01,25,0.958301,-0.000336,0.000022,0.071409,-0.892416,117233720,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,165000,0,0.01,17,0.913132,-0.000352,0.000024,0.074623,-0.888384,117233721,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,175000,0,0.02,55,0.872263,-0.0007,0.000048,0.141724,-1.604614,117233723,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,180000,0.01,0.03,899,0.879286,-0.001319,0.000085,0.253412,-2.89534,117233724,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,185000,0.01,0.03,24,0.834525,-0.001387,0.000094,0.265499,-2.87754,117233725,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,190000,0.01,0.06,29,0.834,-0.002325,0.00015,0.424154,-4.598926,117233726,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,195000,0.01,0.03,67,0.748244,-0.001541,0.000115,0.292305,-2.839236,117233727,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,200000,0.02,0.05,844,0.745708,-0.002588,0.000185,0.468274,-4.529932,117233728,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,205000,0.02,0.05,804,0.703017,-0.002738,0.000206,0.493089,-4.492571,119448747,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,210000,0.03,0.05,987,0.670363,-0.003238,0.000251,0.573612,-4.981514,117233729,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,215000,0.03,0.06,234,0.636832,-0.003788,0.000305,0.658798,-5.445829,119448748,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,220000,0.05,0.06,404,0.609076,-0.004746,0.00039,0.806129,-6.371001,117254937,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,225000,0.06,0.09,941,0.588839,-0.006498,0.000533,1.063858,-8.139969,119448749,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,230000,0.08,0.09,440,0.555677,-0.007686,0.000655,1.232624,-8.905665,117254938,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,235000,0.1,0.12,310,0.531497,-0.010112,0.000871,1.573654,-10.82685,119448750,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,240000,0.11,0.13,2040,0.495236,-0.011678,0.001059,1.780891,-11.42849,117254939,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,245000,0.12,0.16,938,0.463305,-0.014262,0.001345,2.115367,-12.70189,119448751,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,250000,0.16,0.17,1178,0.431557,-0.017628,0.001732,2.537485,-14.1793,117872570,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,255000,0.21,0.23,574,0.407294,-0.023985,0.002382,3.287807,-17.35818,119448752,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,257500,0.23,0.25,358,0.391069,-0.026866,0.002728,3.623142,-18.31888,131719286,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,260000,0.26,0.27,770,0.375396,-0.030409,0.00315,4.013863,-19.48176,117938325,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,262500,0.28,0.31,7,0.36,-0.034679,0.003661,4.467126,-20.80979,131719287,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,265000,0.32,0.35,1263,0.345612,-0.040174,0.0043,5.043618,-22.51407,128989026,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,267500,0.37,0.39,449,0.330788,-0.046583,0.005062,5.678055,-24.26597,131719288,0,APPLE INC,A
101594,2020/01/03,2020/01/17,2020/01/03,P,270000,0.44,0.45,2533,0.317761,-0.055283,0.00604,6.493405,-26.69687,119448753,0,APPLE INC,A
