secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,delta,gamma,vega,theta,optionid,index_flag,issuer,exercise_style
101594,2018/01/02,2018/01/19,2018/01/02,P,125000,0.02,0.03,716,0.569275,-0.003699,0.000523,0.411763,-2.503317,109078371,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,130000,0.02,0.03,290,0.50577,-0.004137,0.00065,0.454619,-2.457403,109078372,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,135000,0.03,0.04,1186,0.461528,-0.006128,0.001011,0.645673,-3.179673,109078373,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,140000,0.05,0.06,839,0.422935,-0.010009,0.001699,0.995362,-4.481746,109078374,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,145000,0.07,0.08,1536,0.375362,-0.014764,0.002681,1.391013,-5.563813,109078375,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,150000,0.1,0.11,455,0.327476,-0.022561,0.00441,1.990314,-6.954828,109078376,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,152500,0.12,0.14,44,0.30496,-0.029041,0.005849,2.467534,-7.991244,118365221,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,155000,0.16,0.17,712,0.282905,-0.038254,0.007909,3.090625,-9.28834,109078377,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,157500,0.2,0.21,467,0.25863,-0.049974,0.010733,3.828276,-10.51594,118365222,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,160000,0.26,0.27,2986,0.235141,-0.067627,0.014971,4.865662,-12.09864,109088257,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,162500,0.37,0.39,3082,0.215777,-0.098516,0.02166,6.455785,-14.69592,118365223,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,165000,0.56,0.58,5559,0.197596,-0.147701,0.03145,8.578759,-17.81955,109088258,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,167500,0.9,0.92,3919,0.182484,-0.227441,0.044556,11.21024,-21.39863,118365224,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,170000,1.48,1.5,8827,0.169651,-0.34625,0.058674,13.70503,-24.11662,109088259,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,172500,2.46,2.49,1770,0.162361,-0.502705,0.066511,14.8217,-24.64604,118365225,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,175000,3.9,4,709,0.160992,-0.664652,0.061746,13.5276,-21.92625,109676082,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,177500,5.8,5.9,295,0.164305,-0.79504,0.047938,10.53074,-17.00922,118365226,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,180000,8,8.15,96,0.176506,-0.8737,0.033409,7.636272,-13.00836,109681644,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,182500,10.35,10.5,10,0.189639,-0.921858,0.022797,5.371913,-9.566448,118365227,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,185000,12.8,13,3,0.217337,-0.937147,0.017036,4.557988,-9.263362,114796684,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,195000,22.8,23,20,0.335492,-0.956592,0.008233,3.388957,-10.86815,115032870,0,APPLE INC,A
101594,2018/01/02,2018/01/19,2018/01/02,P,200000,27.8,28,40,0.38944,-0.961752,0.006407,3.073008,-11.44636,115032871,0,APPLE INC,A
