secid,date,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,impl_volatility,delta,gamma,vega,theta,optionid,index_flag,issuer,exercise_style
101594,2019/01/02,2019/01/11,2019/01/02,P,134000,0.1,0.12,184,0.531472,-0.021829,0.003961,1.291506,-13.86457,127351219,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,135000,0.12,0.14,101,0.525213,-0.025572,0.004579,1.47914,-15.6468,127024081,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,136000,0.14,0.16,50,0.516868,-0.029421,0.005229,1.663583,-17.30112,127351220,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,137000,0.16,0.18,16,0.506876,-0.033411,0.005923,1.844543,-18.84087,127299854,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,138000,0.19,0.21,30,0.500351,-0.038942,0.006802,2.092469,-21.07663,127299855,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,139000,0.22,0.23,14,0.489525,-0.043977,0.007671,2.309847,-22.74643,127299856,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,140000,0.25,0.27,190,0.481266,-0.050575,0.008728,2.577531,-25.00531,126908032,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,141000,0.29,0.31,14,0.472884,-0.058066,0.009909,2.876455,-27.39763,127299857,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,142000,0.34,0.36,84,0.465651,-0.0671,0.011263,3.226807,-30.18266,127299858,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,143000,0.39,0.41,82,0.456183,-0.076467,0.012708,3.561041,-32.66904,127140234,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,144000,0.46,0.48,136,0.4499,-0.088589,0.014394,3.981912,-35.9749,127140235,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,145000,0.54,0.55,534,0.442169,-0.10168,0.01621,4.404819,-39.11109,126908033,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,146000,0.62,0.64,122,0.434165,-0.116359,0.018191,4.844866,-42.29021,127066359,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,147000,0.73,0.75,349,0.428408,-0.134142,0.02036,5.361645,-46.05764,126979902,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,148000,0.84,0.87,393,0.420573,-0.153,0.022665,5.855117,-49.37673,126908034,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,149000,0.99,1.01,446,0.414778,-0.175259,0.0251,6.399205,-53.14108,126908035,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,150000,1.16,1.18,1084,0.409471,-0.200263,0.027609,6.943928,-56.91768,126908036,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,152500,1.69,1.72,1561,0.395929,-0.273825,0.033943,8.253019,-65.24485,126908037,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,155000,2.44,2.47,1753,0.384715,-0.364071,0.03942,9.309939,-71.27895,126908038,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,157500,3.4,3.5,1489,0.374389,-0.466932,0.042917,9.857446,-73.11461,126908039,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,160000,4.75,4.8,401,0.370919,-0.574533,0.042776,9.716156,-71.03944,126908040,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,162500,6.3,6.4,104,0.36604,-0.678074,0.03976,8.888916,-63.64291,126908041,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,165000,8.05,8.85,33,0.397508,-0.747616,0.032702,7.915941,-61.32635,126908042,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,167500,8.45,10.45,27,,,,,,126908043,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,170000,12.35,12.75,44,0.385339,-0.883509,0.021133,4.845334,-35.39418,126908044,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,172500,14.5,15.3,10,0.402446,-0.915751,0.016201,3.810636,-28.80159,126908045,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,175000,17.3,17.6,50,0.464369,-0.916462,0.01387,3.798141,-33.31259,126908046,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,177500,17.95,20.15,6,,,,,,126908047,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,180000,21.3,24.25,13,0.639821,-0.895487,0.011666,4.485836,-55.51662,126908048,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,182500,24.05,25.5,12,0.539357,-0.954415,0.007699,2.363675,-23.61867,126908049,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,185000,26.65,27.9,22,0.579491,-0.957077,0.00683,2.254305,-24.21999,126908050,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,197500,38.05,41.9,1,0.853916,-0.946642,0.005336,2.687989,-43.86781,126908055,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,207500,47.95,51.9,2,0.97792,-0.956967,0.00395,2.256927,-42.17226,126908059,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,210000,50.55,54.35,2,1.023134,-0.95619,0.003822,2.284374,-44.88847,126908060,0,APPLE INC,A
101594,2019/01/02,2019/01/11,2019/01/02,P,215000,56.1,59.3,2,1.18823,-0.941635,0.004066,2.885612,-66.51993,126908062,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,100000,0.01,0.02,46,0.77854,-0.001913,0.000237,0.201378,-1.783283,113098037,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,105000,0,0.03,103,0.701502,-0.002114,0.000288,0.220501,-1.75901,113098038,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,110000,0.01,0.03,1173,0.646038,-0.002979,0.000426,0.302199,-2.207078,113098039,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,115000,0.03,0.04,289,0.609427,-0.005253,0.000751,0.501448,-3.457116,113098040,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,120000,0.07,0.08,193,0.589211,-0.010809,0.001466,0.945416,-6.303178,113098041,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,125000,0.12,0.13,158,0.551146,-0.018163,0.002451,1.476161,-9.210514,113098042,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,130000,0.2,0.22,208,0.51394,-0.030604,0.004075,2.289367,-13.29719,113098043,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,135000,0.36,0.38,1042,0.481523,-0.053018,0.006794,3.567245,-19.42419,113098044,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,140000,0.64,0.66,785,0.449751,-0.090615,0.010984,5.400618,-27.33206,113098045,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,142000,0.8,0.82,158,0.436754,-0.111473,0.013156,6.264873,-30.83553,127169819,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,143000,0.9,0.92,438,0.431203,-0.123939,0.014365,6.765073,-32.79576,127169820,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,144000,1.01,1.03,217,0.425429,-0.137491,0.015643,7.272107,-34.73718,127169821,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,145000,1.14,1.15,1067,0.42001,-0.152487,0.016989,7.789003,-36.74225,113098046,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,146000,1.28,1.29,125,0.414731,-0.168891,0.018393,8.332362,-38.75258,127169822,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,147000,1.43,1.45,311,0.409392,-0.186686,0.019849,8.876569,-40.71217,127169823,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,148000,1.61,1.63,338,0.404972,-0.206415,0.021328,9.419548,-42.76437,127169824,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,149000,1.81,1.83,448,0.400651,-0.227673,0.022818,9.97964,-44.73355,127169825,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,150000,2.03,2.05,2775,0.396227,-0.250409,0.024308,10.51644,-46.5519,113098047,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,152500,2.69,2.71,1240,0.386025,-0.31418,0.027847,11.73429,-50.44115,127169826,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,155000,3.5,3.55,2703,0.375977,-0.386707,0.030864,12.65459,-52.79651,113112028,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,157500,4.55,4.6,763,0.36892,-0.466436,0.032704,13.1401,-53.55561,127169827,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,160000,5.8,5.85,1489,0.36177,-0.549516,0.033272,13.07963,-51.99592,113115484,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,162500,7.25,7.35,561,0.356046,-0.631926,0.032278,12.45151,-48.35915,127169828,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,165000,8.95,9.05,782,0.352564,-0.708856,0.029791,11.32155,-43.16665,113311090,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,167500,10.5,11,125,0.335705,-0.788019,0.026695,9.56295,-34.15113,127169829,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,170000,12.75,13.1,150,0.346699,-0.836636,0.022211,8.132011,-29.68231,113434085,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,172500,14,17.25,22,0.415925,-0.834314,0.018569,8.220051,-36.38909,127169830,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,175000,17.45,17.65,198,0.375333,-0.899948,0.014988,5.769558,-22.35658,114276320,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,177500,18.55,21.9,6,0.442541,-0.889513,0.013453,6.216108,-28.85493,127169831,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,180000,22.3,22.65,215,0.433526,-0.921581,0.010942,4.806032,-21.46351,114695568,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,182500,23.8,27.05,10,0.549434,-0.886181,0.010965,6.354059,-37.163,127169832,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,185000,27.25,28.5,1038,0.577563,-0.895478,0.009835,5.982834,-36.699,114743281,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,190000,32.25,33.25,7468,0.623521,-0.913504,0.007984,5.184135,-34.30099,114743282,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,195000,36.2,39.35,10861,0.692809,-0.918203,0.006886,4.986827,-36.66582,114752068,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,200000,42.05,44.4,19720,0.838627,-0.896814,0.00665,5.923452,-53.71877,115032875,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,205000,47.05,49.45,12600,0.905541,-0.901082,0.005972,5.733728,-56.32247,115848945,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,210000,52.05,54.35,4803,0.956511,-0.908295,0.005356,5.432928,-56.2139,115312119,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,215000,57.15,58.95,1174,0.984518,-0.919719,0.004734,4.914945,-52.16312,115848946,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,220000,62.05,64.45,920,1.079026,-0.913443,0.004548,5.205049,-60.87078,115848947,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,225000,67.2,69.35,3144,1.137595,-0.91545,0.004239,5.114919,-63.11068,115848948,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,230000,70.5,73.9,555,0.860737,-0.980674,0.002037,1.538479,-13.17206,115848949,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,235000,75.95,78.8,50,0.992683,-0.967448,0.002464,2.37813,-24.54822,115848950,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,240000,80.45,84.5,10,1.074999,-0.962076,0.002523,2.712565,-30.51988,115848951,0,APPLE INC,A
101594,2019/01/02,2019/01/18,2019/01/02,P,245000,85.4,88.25,63,,,,,,115848952,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,260000,117.4,117.85,2,,,,,,117938323,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,350000,207.5,207.85,10,,,,,,120531457,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,355000,212.45,212.9,33,,,,,,120531458,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,360000,217.45,217.9,15,,,,,,120531459,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,365000,222.4,222.9,10,,,,,,120531460,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,370000,227.45,227.9,31,,,,,,120531461,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,375000,232.45,233,25,,,,,,120531462,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,42500,0,0.01,10,1.854518,-0.000333,0.000023,0.035019,-0.791536,113112029,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,7500,0,0.04,1,,,,,,120531467,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,80000,0,0.01,10,0.913293,-0.000675,0.000089,0.067786,-0.749285,113098048,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,90000,0,0.01,137,0.736648,-0.000831,0.000134,0.082171,-0.731719,113098050,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,95000,0.01,0.02,276,0.723873,-0.00233,0.00035,0.21024,-1.843973,113098051,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,97500,0.01,0.02,329,0.680934,-0.002471,0.000392,0.221938,-1.828301,113098052,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,100000,0,0.01,530,0.78949,-0.001052,0.000212,0.074299,-1.33491,127288035,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,105000,0.01,0.02,33,0.76238,-0.002993,0.00057,0.193164,-3.337284,127288036,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,110000,0.02,0.03,73,0.692671,-0.005227,0.001033,0.317694,-4.993392,127288037,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,111000,0.03,0.04,32,0.697786,-0.007049,0.001337,0.412784,-6.556301,127351200,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,112000,0.04,0.05,18,0.696757,-0.008862,0.001637,0.506037,-8.004232,127351201,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,113000,0.05,0.06,143,0.691641,-0.010691,0.001943,0.59663,-9.358391,127351202,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,114000,0.05,0.07,227,0.676178,-0.011807,0.002167,0.649608,-9.971482,127351203,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,115000,0.06,0.08,121,0.666927,-0.013732,0.002503,0.739617,-11.20589,127288038,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,116000,0.07,0.09,56,0.655735,-0.015716,0.002859,0.831847,-12.37191,127351204,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,117000,0.1,0.11,70,0.658442,-0.019945,0.003489,1.01631,-15.22079,127351205,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,118000,0.1,0.12,336,0.638489,-0.021379,0.003816,1.077135,-15.65059,127351206,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,119000,0.12,0.14,212,0.63086,-0.025051,0.004414,1.2337,-17.66662,127351207,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,120000,0.14,0.16,1137,0.62075,-0.028828,0.005043,1.388219,-19.53905,127288039,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,121000,0.16,0.19,8,0.611902,-0.033424,0.005781,1.566352,-21.76121,127351208,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,122000,0.19,0.21,450,0.600796,-0.038171,0.006565,1.747548,-23.81572,127351209,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,123000,0.22,0.25,155,0.592901,-0.044418,0.007521,1.976213,-26.5664,127351210,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,124000,0.26,0.28,645,0.582453,-0.050862,0.008534,2.197728,-29.08179,127351211,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,125000,0.3,0.32,616,0.571938,-0.05818,0.009665,2.446056,-31.75113,127024079,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,126000,0.35,0.37,87,0.562859,-0.067001,0.010963,2.734622,-34.86737,127351212,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,127000,0.4,0.42,172,0.551224,-0.076154,0.012349,3.013679,-37.65617,127351213,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,128000,0.47,0.48,707,0.541935,-0.08743,0.013938,3.346282,-41.06501,127351214,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,129000,0.53,0.56,196,0.531286,-0.099698,0.015664,3.687609,-44.33585,127351215,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,130000,0.63,0.65,2266,0.52429,-0.115102,0.017607,4.082316,-48.50842,127024080,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,131000,0.72,0.75,426,0.514001,-0.131013,0.019666,4.477944,-52.04896,127351216,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,132000,0.84,0.87,597,0.505949,-0.149948,0.021896,4.905588,-56.11787,127351217,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,133000,1,1.01,2990,0.500199,-0.172137,0.024236,5.371417,-60.67388,127351218,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,134000,1.13,1.16,699,0.488901,-0.194257,0.026738,5.789417,-63.90087,127351219,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,135000,1.32,1.34,3745,0.481755,-0.220713,0.029266,6.238765,-67.86209,127024081,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,136000,1.51,1.55,1537,0.472974,-0.249096,0.031873,6.677599,-71.17368,127351220,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,137000,1.75,1.8,1423,0.466741,-0.281164,0.034352,7.098655,-74.62753,127299854,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,138000,2.03,2.06,1420,0.459576,-0.31548,0.036768,7.48498,-77.35574,127299855,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,139000,2.33,2.38,2295,0.453263,-0.352549,0.038957,7.813802,-79.62296,127299856,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,140000,2.67,2.72,13041,0.44609,-0.391716,0.040956,8.086573,-80.95789,126908032,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,141000,3.05,3.1,1471,0.439056,-0.433054,0.042616,8.27812,-81.46162,127299857,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,142000,3.45,3.55,2576,0.432441,-0.476214,0.043821,8.382531,-81.09555,127299858,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,143000,3.9,4,3215,0.42372,-0.520942,0.044766,8.385235,-79.33742,127140234,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,144000,4.4,4.5,2684,0.415552,-0.566828,0.045096,8.277303,-76.6375,127140235,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,145000,5,5.05,3712,0.41092,-0.612176,0.04445,8.060147,-73.61871,126908033,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,146000,5.6,5.65,999,0.403662,-0.6579,0.043431,7.733146,-69.10883,127066359,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,147000,6.2,6.3,568,0.393469,-0.704278,0.041978,7.267266,-63.09156,126979902,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,148000,6.9,7,506,0.38711,-0.747229,0.03957,6.721061,-57.16951,126908034,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,149000,7.65,7.75,422,0.381765,-0.787087,0.036576,6.112998,-50.95721,126908035,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,150000,8.1,8.6,2204,0.349829,-0.842974,0.03331,5.049152,-38.06749,126908036,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,152500,10.2,10.75,692,0.319444,-0.929987,0.021357,2.810801,-18.53462,126908037,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,155000,12.55,13.1,1679,0.285205,-0.984727,0.009467,0.757507,-4.03941,126908038,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,157500,14.85,15.5,1024,,,,,,126908039,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,160000,16.85,18.05,192,,,,,,126908040,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,162500,19.3,20.55,53,,,,,,126908041,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,165000,21.8,22.9,77,,,,,,126908042,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,167500,24.3,25.75,163,,,,,,126908043,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,170000,26.8,28.25,54,,,,,,126908044,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,172500,29.35,30.65,3,,,,,,126908045,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,175000,32.05,33.1,13,,,,,,126908046,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,177500,34.3,35.35,64,,,,,,126908047,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,180000,36.9,38.15,2,,,,,,126908048,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,185000,41.8,43.3,11,,,,,,126908050,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,190000,46.85,48.15,6,,,,,,126908052,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,192500,49.75,50.35,15,,,,,,126908053,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,205000,61.8,63.2,1,,,,,,126908058,0,APPLE INC,A
101594,2019/01/03,2019/01/11,2019/01/03,P,215000,71.9,73.15,2,,,,,,126908062,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,100000,0.02,0.03,2017,0.673869,-0.003985,0.000609,0.340917,-2.780978,113098037,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,105000,0.05,0.06,572,0.646596,-0.008487,0.001241,0.667142,-5.213023,113098038,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,110000,0.11,0.13,1626,0.622957,-0.017687,0.002432,1.258188,-9.475135,113098039,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,115000,0.22,0.24,1373,0.591154,-0.032927,0.004317,2.118325,-15.12871,113098040,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,120000,0.4,0.41,2264,0.552392,-0.057055,0.007198,3.29994,-21.99125,113098041,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,125000,0.7,0.72,3675,0.514455,-0.097377,0.011614,4.960663,-30.71096,113098042,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,130000,1.26,1.28,10050,0.482363,-0.164811,0.017852,7.151089,-41.37697,113098043,0,APPLE INC,A
101594,2019/01/03,2019/01/18,2019/01/03,P,135000,2.21,2.23,11544,0.451857,-0.266987,0.02527,9.472247,-51.15992,113098044,0,APPLE INC,A
