PERMNO,date,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,DLRET,PRC,VOL,RET,SHROUT,CFACPR,CFACSHR,OPENPRC,vwretd,ewretd,sprtrn
14593,2017/08/11,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,157.48000,26258866,0.013907,5165228,4,4,156.60001,0.001508,0.001186,0.001276
14593,2017/08/14,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.85001,22134304,0.015050,5165228,4,4,159.32001,0.009838,0.010522,0.010044
14593,2017/08/15,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,161.60001,29465487,0.010948,5165228,4,4,160.66000,-0.001450,-0.006162,-0.000499
14593,2017/08/16,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,160.95000,27671612,-0.004022,5165228,4,4,161.94000,0.002154,0.002418,0.001420
14593,2017/08/17,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,157.86000,28313845,-0.019198,5165228,4,4,160.52000,-0.014576,-0.010727,-0.015437
14593,2017/08/18,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,157.50000,27429095,-0.002281,5165228,4,4,157.86000,-0.001187,0.001833,-0.001835
14593,2017/08/21,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,157.21001,26368528,-0.001841,5165228,4,4,157.50000,0.000859,-0.001551,0.001163
14593,2017/08/22,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.78000,21604588,0.016348,5165228,4,4,158.23000,0.009417,0.006494,0.009941
14593,2017/08/23,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.98000,19461581,0.001252,5165228,4,4,159.07001,-0.001923,0.000624,-0.003454
14593,2017/08/24,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.27000,19838918,-0.004438,5165228,4,4,160.42999,-0.001160,0.002926,-0.002074
14593,2017/08/25,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.86000,25480100,0.003704,5165228,4,4,159.64999,0.002003,0.004661,0.001673
14593,2017/08/28,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,161.47000,25965972,0.010071,5165228,4,4,160.14000,0.000326,0.001006,0.000487
14593,2017/08/29,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,162.91000,29734354,0.008918,5165228,4,4,160.10001,0.000673,0.001716,0.000843
14593,2017/08/30,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,163.35001,27269584,0.002701,5165228,4,4,163.80000,0.004627,0.003613,0.004615
14593,2017/08/31,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,164.00000,26785096,0.003979,5165228,4,4,163.64000,0.006909,0.006717,0.005721
14593,2017/09/01,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,164.05000,16592851,0.000305,5165228,4,4,164.80000,0.002857,0.006153,0.001982
14593,2017/09/05,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,162.08000,29537295,-0.012009,5165228,4,4,163.75000,-0.007632,-0.005636,-0.007551
14593,2017/09/06,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,161.91000,21651726,-0.001049,5165228,4,4,162.71001,0.003195,0.003312,0.003129
14593,2017/09/07,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,161.25999,21928502,-0.004015,5165228,4,4,162.09000,-0.000035,0.001174,-0.000178
14593,2017/09/08,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,158.63000,28611535,-0.016309,5165228,4,4,160.86000,-0.001271,-0.000926,-0.001489
14593,2017/09/11,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,161.50000,31580798,0.018092,5165228,4,4,160.50000,0.010264,0.008922,0.010839
14593,2017/09/12,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,160.86000,71714225,-0.003963,5165228,4,4,162.61000,0.003552,0.004436,0.003364
14593,2017/09/13,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.64999,44909873,-0.007522,5165228,4,4,159.87000,0.000554,0.002703,0.000757
14593,2017/09/14,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,158.28000,23763043,-0.008581,5165228,4,4,158.99001,-0.000493,0.000337,-0.001101
14593,2017/09/15,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,159.88000,49114622,0.010109,5165228,4,4,158.47000,0.001831,0.002498,0.001847
14593,2017/09/18,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,158.67000,28270399,-0.007568,5165228,4,4,160.11000,0.002008,0.003485,0.001456
14593,2017/09/19,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,158.73000,20810632,0.000378,5165228,4,4,159.50999,0.001123,0.000316,0.001110
14593,2017/09/20,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,156.07001,52953923,-0.016758,5165228,4,4,157.89999,0.000921,0.002178,0.000634
14593,2017/09/21,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,153.39000,37571661,-0.017172,5165228,4,4,155.80000,-0.002545,-0.001112,-0.003046
14593,2017/09/22,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,151.89000,46645837,-0.009779,5165228,4,4,152.02000,0.001100,0.004152,0.000648
14593,2017/09/25,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,150.55000,44402622,-0.008822,5165228,4,4,149.99001,-0.001885,-0.000749,-0.002222
14593,2017/09/26,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,153.14000,36672157,0.017204,5165228,4,4,151.78000,0.000214,0.002167,0.000072
14593,2017/09/27,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,154.23000,25504487,0.007118,5165228,4,4,153.80000,0.004983,0.007975,0.004085
14593,2017/09/28,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,153.28000,22005455,-0.006160,5165228,4,4,153.89000,0.001612,0.001972,0.001205
14593,2017/09/29,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,154.12000,26299810,0.005480,5126201,4,4,153.21001,0.003331,0.002609,0.003705
14593,2017/10/02,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,153.81000,18698842,-0.002011,5126201,4,4,154.25999,0.004564,0.007314,0.003874
14593,2017/10/03,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,154.48000,16230293,0.004356,5126201,4,4,154.00999,0.002502,0.002963,0.002159
14593,2017/10/04,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,153.48000,20163753,-0.006473,5126201,4,4,153.63000,0.000781,0.000718,0.001247
14593,2017/10/05,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,155.39000,21282569,0.012445,5126201,4,4,154.17999,0.004775,0.003880,0.005647
14593,2017/10/06,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,155.30000,17407558,-0.000579,5126201,4,4,154.97000,-0.000976,-0.000501,-0.001074
14593,2017/10/09,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,155.84000,16272099,0.003477,5126201,4,4,155.81000,-0.001991,-0.002336,-0.001804
